year,month,a0,a1,a2,a3
2014,10,0.613636,0.346591,0.0397727,0
2015,10,0.81982,0.147523,0.0326577,0
2016,10,0.510236,0.455118,0.0346457,0
2018,10,0.408898,0.527542,0.0635593,0
2019,10,0.518482,0.300699,0.180819,0
2020,10,0.487179,0.479487,0.0320513,0.00128205
2021,10,0.534535,0.39039,0.0750751,0
2022,10,0.742938,0.231638,0.0254237,0
2023,10,0.714943,0.266667,0.0183908,0
